id,name,description,grade,selling_exchange_point,hp,attack,defense,equipment_skill_limitation_set_id,icon_image_id,is_eternal
3122,"[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 4, DEF + Lv. 2","Can be equipped to [Fearless Hero] Gamma 2. 
Its level is added to the equipped character's 
Hidden Potential Skill level, and the equipped character's 
DEF +400. Cannot be exchanged for Trade Points.",silver,0,0,0,400,120,101,1
3123,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 5, Critical Hit + Lv. 3","Can be equipped to [Fearless Hero] Gamma 2. 
Its level is added to the equipped character's 
Hidden Potential Skill level. 
Cannot be exchanged for Trade Points.",gold,0,0,0,0,120,55,1
3124,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 3, Critical Hit + Lv. 5","Can be equipped to [Fearless Hero] Gamma 2. 
Its level is added to the equipped character's 
Hidden Potential Skill level. 
Cannot be exchanged for Trade Points.",gold,0,0,0,0,120,55,1
3125,[Category-Exclusive] Skill Orb HP + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category UR/LR character. Equipped character's HP +500.",bronze,1,500,0,0,36,8,0
3126,[Category-Exclusive] Skill Orb ATK + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category UR/LR character. Equipped character's ATK +500.",bronze,1,0,500,0,36,10,0
3127,[Category-Exclusive] Skill Orb DEF + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category UR/LR character. Equipped character's DEF +500.",bronze,1,0,0,500,36,9,0
3128,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,36,13,0
3129,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,36,18,0
3130,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,36,17,0
3131,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,36,16,0
3132,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,36,15,0
3133,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,36,14,0
3134,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,36,22,0
3135,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,36,24,0
3136,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,36,29,0
3137,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,36,28,0
3138,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,36,27,0
3139,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,36,26,0
3140,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,36,25,0
3141,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Representatives of Universe 7"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,36,33,0
3142,[Category-Exclusive] Skill Orb HP + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
UR/LR character. Equipped character's HP +500.",bronze,1,500,0,0,98,8,0
3143,[Category-Exclusive] Skill Orb ATK + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
UR/LR character. Equipped character's ATK +500.",bronze,1,0,500,0,98,10,0
3144,[Category-Exclusive] Skill Orb DEF + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
UR/LR character. Equipped character's DEF +500.",bronze,1,0,0,500,98,9,0
3145,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,98,13,0
3146,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,98,18,0
3147,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,98,17,0
3148,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,98,16,0
3149,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,98,15,0
3150,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,98,14,0
3151,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,98,22,0
3152,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,98,24,0
3153,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,98,29,0
3154,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,98,28,0
3155,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,98,27,0
3156,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,98,26,0
3157,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,98,25,0
3158,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to an ""All-Out Struggle"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,98,33,0
3159,[Character-Exclusive] EX Skill Orb ATK + Lv. 7,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). The equipped character's ATK +700.",bronze,1,0,700,0,121,10,1
3160,[Character-Exclusive] EX Skill Orb ATK + Lv. 8,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). The equipped character's ATK +800.",bronze,1,0,800,0,121,10,1
3161,[Character-Exclusive] EX Skill Orb ATK + Lv. 9,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). The equipped character's ATK +900.",bronze,1,0,900,0,121,10,1
3162,[Character-Exclusive] EX Skill Orb DEF + Lv. 7,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). The equipped character's DEF +700.",bronze,1,0,0,700,121,9,1
3163,[Character-Exclusive] EX Skill Orb DEF + Lv. 8,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). The equipped character's DEF +800.",bronze,1,0,0,800,121,9,1
3164,[Character-Exclusive] EX Skill Orb DEF + Lv. 9,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). The equipped character's DEF +900.",bronze,1,0,0,900,121,9,1
3165,[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 2,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,2,1
3166,[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 3,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,2,1
3167,[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 2,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,7,1
3168,[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 3,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,7,1
3169,[Character-Exclusive] EX Skill Orb Evasion + Lv. 2,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,6,1
3170,[Character-Exclusive] EX Skill Orb Evasion + Lv. 3,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,6,1
3171,[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 2,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,5,1
3172,[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 3,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,5,1
3173,[Character-Exclusive] EX Skill Orb Type DEF Boost + Lv. 2,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,4,1
3174,[Character-Exclusive] EX Skill Orb Type DEF Boost + Lv. 3,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,4,1
3175,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 2, Critical Hit + Lv. 1","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,100,1
3176,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 1, Critical Hit + Lv. 2","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,100,1
3177,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 2, Type DEF Boost + Lv. 1","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,124,1
3178,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 1, Type DEF Boost + Lv. 2","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,121,124,1
3179,[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 5,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,13,1
3180,[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 5,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,18,1
3181,[Character-Exclusive] EX Skill Orb Evasion + Lv. 5,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,17,1
3182,[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 5,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,16,1
3183,[Character-Exclusive] EX Skill Orb Type DEF Boost + Lv. 5,"Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,15,1
3184,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 4, Critical Hit + Lv. 3","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,90,1
3185,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 3, Critical Hit + Lv. 4","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,90,1
3186,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 4, Type DEF Boost + Lv. 3","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,84,1
3187,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 3, Type DEF Boost + Lv. 4","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,121,84,1
3188,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 4, DEF + Lv. 2","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +400.",silver,10,0,0,400,121,85,1
3189,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 5, DEF + Lv. 3","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +600.",silver,10,0,0,600,121,85,1
3190,"[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 4, DEF + Lv. 2","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +400.",silver,10,0,0,400,121,101,1
3191,"[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 5, DEF + Lv. 3","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +600.",silver,10,0,0,600,121,101,1
3192,"[Character-Exclusive] EX Skill Orb Evasion + Lv. 4, DEF + Lv. 2","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +400.",silver,10,0,0,400,121,136,1
3193,"[Character-Exclusive] EX Skill Orb Evasion + Lv. 5, DEF + Lv. 3","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +600.",silver,10,0,0,600,121,136,1
3194,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 4, Critical Hit + Lv. 4","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,121,55,1
3195,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 5, Critical Hit + Lv. 5","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,121,55,1
3196,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 4, Type DEF Boost + Lv. 4","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,121,41,1
3197,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 5, Type DEF Boost + Lv. 5","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,121,41,1
3198,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 5, DEF + Lv. 2","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +600.",gold,100,0,0,600,121,64,1
3199,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 6, DEF + Lv. 3","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +900.",gold,100,0,0,900,121,64,1
3200,"[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 5, DEF + Lv. 2","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +600.",gold,100,0,0,600,121,61,1
3201,"[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 6, DEF + Lv. 3","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +900.",gold,100,0,0,900,121,61,1
3202,"[Character-Exclusive] EX Skill Orb Evasion + Lv. 5, DEF + Lv. 2","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +600.",gold,100,0,0,600,121,79,1
3203,"[Character-Exclusive] EX Skill Orb Evasion + Lv. 6, DEF + Lv. 3","Can be equipped to [God of Destruction's Holiday] 
Beerus (Pajamas). Its level is added to the 
equipped character's Hidden Potential Skill level, 
and the equipped character's DEF +900.",gold,100,0,0,900,121,79,1
3204,[Character-Exclusive] EX Skill Orb ATK + Lv. 6,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). The equipped character's ATK +600.",bronze,1,0,600,0,122,10,1
3205,[Character-Exclusive] EX Skill Orb ATK + Lv. 7,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). The equipped character's ATK +700.",bronze,1,0,700,0,122,10,1
3206,[Character-Exclusive] EX Skill Orb ATK + Lv. 8,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). The equipped character's ATK +800.",bronze,1,0,800,0,122,10,1
3207,[Character-Exclusive] EX Skill Orb DEF + Lv. 6,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). The equipped character's DEF +600.",bronze,1,0,0,600,122,9,1
3208,[Character-Exclusive] EX Skill Orb DEF + Lv. 7,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). The equipped character's DEF +700.",bronze,1,0,0,700,122,9,1
3209,[Character-Exclusive] EX Skill Orb DEF + Lv. 8,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). The equipped character's DEF +800.",bronze,1,0,0,800,122,9,1
3210,[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 2,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,2,1
3211,[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 3,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,2,1
3212,[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 2,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,7,1
3213,[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 3,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,7,1
3214,[Character-Exclusive] EX Skill Orb Evasion + Lv. 2,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,6,1
3215,[Character-Exclusive] EX Skill Orb Evasion + Lv. 3,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,6,1
3216,[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 2,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,5,1
3217,[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 3,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,5,1
3218,[Character-Exclusive] EX Skill Orb Type DEF Boost + Lv. 2,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,4,1
3219,[Character-Exclusive] EX Skill Orb Type DEF Boost + Lv. 3,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,4,1
3220,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 2, Critical Hit + Lv. 1","Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,100,1
3221,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 1, Critical Hit + Lv. 2","Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,100,1
3222,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 2, Type DEF Boost + Lv. 1","Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,124,1
3223,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 1, Type DEF Boost + Lv. 2","Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",bronze,1,0,0,0,122,124,1
3224,[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 5,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,13,1
3225,[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 5,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,18,1
3226,[Character-Exclusive] EX Skill Orb Evasion + Lv. 5,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,17,1
3227,[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 5,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,16,1
3228,[Character-Exclusive] EX Skill Orb Type DEF Boost + Lv. 5,"Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,15,1
3229,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 4, Critical Hit + Lv. 3","Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,90,1
3230,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 3, Critical Hit + Lv. 4","Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,90,1
3231,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 4, Type DEF Boost + Lv. 3","Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,84,1
3232,"[Character-Exclusive] EX Skill Orb Type ATK Boost + Lv. 3, Type DEF Boost + Lv. 4","Can be equipped to [Immediate Containment] 
Frieza (1st Form). Its level is added to the 
equipped character's Hidden Potential Skill level.",silver,10,0,0,0,122,84,1
3233,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 4, DEF + Lv. 2","Can be equipped to [Immediate Containment] Frieza (1st Form). 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's DEF +400.",silver,10,0,0,400,122,85,1
3234,"[Character-Exclusive] EX Skill Orb Combo Attack + Lv. 4, DEF + Lv. 3","Can be equipped to [Immediate Containment] Frieza (1st Form). 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's DEF +600.",silver,10,0,0,600,122,85,1
3235,"[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 4, DEF + Lv. 2","Can be equipped to [Immediate Containment] Frieza (1st Form). 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's DEF +400.",silver,10,0,0,400,122,101,1
3236,"[Character-Exclusive] EX Skill Orb Critical Hit + Lv. 4, DEF + Lv. 3","Can be equipped to [Immediate Containment] Frieza (1st Form). 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's DEF +600.",silver,10,0,0,600,122,101,1
