id,type,mission_category_id,name,panel_name,priority,orderer_id,description,target_value,display_target_value,target_100_value,conditions,link_to,area_id,z_battle_stage_id,origin_episode_id,origin_battle_id,start_at,end_at,end_at_hidden
26885,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022651], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26886,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022631], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26887,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022751], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26888,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022831], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26889,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023111], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26890,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023361], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26891,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023461], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26892,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023491], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26893,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022381], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26894,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022421], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26895,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023771], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26896,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023981], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26897,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024061], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26898,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024291], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26899,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024381], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26900,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024441], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26901,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024551], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26902,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024991], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26903,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024831], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26904,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024891], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26905,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025071], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26906,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025511], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26907,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025531], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26908,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025091], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26909,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025801], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26910,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025561], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26911,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025591], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26912,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025731], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26913,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025771], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26914,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026201], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26915,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026251], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26916,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026481], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26917,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026531], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26918,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026561], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26919,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026751], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26920,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026901], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26921,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027001], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26922,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027121], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26923,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027221], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26924,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027431], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26925,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1028131], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26926,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027651], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26927,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027621], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26928,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1028161], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26929,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1028021], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26930,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1028321], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26931,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024931], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26932,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1025871], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26933,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026131], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26934,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026161], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26935,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027041], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26936,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027291], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26937,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027331], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26938,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1028061], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26939,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027981], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26940,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1028371], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26941,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1021971], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26942,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022091], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26943,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022121], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26944,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022591], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26945,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023041], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26946,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1022941], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26947,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023091], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26948,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023421], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26949,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023621], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26950,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1023521], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26951,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024141], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26952,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024351], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26953,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024511], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26954,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1024661], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26955,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026431], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26956,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026611], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26957,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1026821], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26958,Mission::QuestAndZBattleClearMission::CountMission,14,"「BOSSラッシュ」
ステージ6を条件付きクリア",,1,3,"チャレンジイベント「BOSSラッシュ」
ステージ6を指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1027461], ""sugoroku_map_ids"": [7010065]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26959,Mission::QuestAndZBattleClearMission::CountMission,14,"「最凶フリーザ伝」
を条件付きクリア",,1,3,"チャレンジイベント「最凶フリーザ伝」を
指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1021691], ""sugoroku_map_ids"": [7880015]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
26960,Mission::QuestAndZBattleClearMission::CountMission,14,"「最凶フリーザ伝」
を条件付きクリア",,1,3,"チャレンジイベント「最凶フリーザ伝」を
指定キャラを編成してクリア
(missionクリア用)",1,,,"{""card_ids"": [1021671], ""sugoroku_map_ids"": [7880015]}",,,,,,2025-01-01 02:00:00,2025-01-29 14:59:59,0
