id,rmbattle_id,type,name,description,priority,target_value,conditions
48022,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
48023,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
49001,49,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
49002,49,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
49003,49,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
49004,49,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
49005,49,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
49006,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
49007,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
49008,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
49009,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
49010,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
49011,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
49012,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
49013,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
49014,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
49015,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
49016,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
49017,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
49018,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
49019,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
49020,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
49021,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
49022,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
49023,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
50001,50,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
50002,50,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
50003,50,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
50004,50,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
50005,50,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
50006,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
50007,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
50008,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
50009,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
50010,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
50011,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
50012,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
50013,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
50014,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
50015,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
50016,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
50017,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
50018,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
50019,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
50020,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
50021,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
50022,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
50023,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
51001,51,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
51002,51,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
51003,51,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
51004,51,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
51005,51,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
51006,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
51007,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
51008,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
51009,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
51010,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
51011,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
51012,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
51013,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
51014,51,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
51015,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
51016,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
51017,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
51018,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
51019,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
51020,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
51021,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
51022,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
51023,51,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
52001,52,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
52002,52,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
52003,52,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
52004,52,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
52005,52,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
52006,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
52007,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
52008,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
52009,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
52010,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
52011,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
52012,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
52013,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
52014,52,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
52015,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
52016,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
52017,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
52018,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
52019,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
52020,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
52021,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
52022,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
52023,52,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
53001,53,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
53002,53,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
53003,53,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
53004,53,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
53005,53,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
53006,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
53007,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
53008,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
53009,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
53010,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
53011,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
53012,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
53013,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
53014,53,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
53015,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
53016,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
53017,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
53018,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
53019,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
53020,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
53021,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
53022,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
53023,53,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
54001,54,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
54002,54,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
54003,54,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
54004,54,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
54005,54,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
54006,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
54007,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
54008,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
54009,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
54010,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
54011,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
54012,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
54013,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
54014,54,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
54015,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
54016,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
54017,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
54018,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
54019,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
54020,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
54021,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
54022,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
54023,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
54024,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 4.,Clear Level 4.,977,1,"{""level"": 4}"
54025,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 4 for 2 times.,Clear Level 4 for 2 times.,976,2,"{""level"": 4}"
54026,54,RMBattleMission::LevelClearMission::CountMission,Clear Level 4 for 3 times.,Clear Level 4 for 3 times.,975,3,"{""level"": 4}"
55001,55,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
55002,55,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
55003,55,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
55004,55,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
55005,55,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
55006,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
55007,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
55008,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
55009,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
55010,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
55011,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
55012,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
55013,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
55014,55,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
55015,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
55016,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
55017,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
55018,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
55019,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
55020,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
55021,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
55022,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
55023,55,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
56001,56,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
56002,56,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
56003,56,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
56004,56,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
56005,56,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
56006,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
56007,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
56008,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
56009,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
56010,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
56011,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
56012,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
56013,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
56014,56,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
56015,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
56016,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
56017,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
56018,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
56019,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
56020,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
56021,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
56022,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
56023,56,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
57001,57,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
57002,57,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
57003,57,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
57004,57,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
57005,57,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
57006,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
57007,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
57008,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
57009,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
57010,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
57011,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
57012,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
57013,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
57014,57,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
57015,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
57016,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
57017,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
57018,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
57019,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
57020,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
57021,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
57022,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
57023,57,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
58001,58,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
58002,58,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
58003,58,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
58004,58,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
58005,58,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
58006,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
58007,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
58008,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
58009,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
58010,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
58011,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
58012,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
58013,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
58014,58,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
58015,58,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
