id,name,exec_timing_type,efficacy_type,target_type,sub_target_type_set_id,passive_skill_effect_id,calc_option,turn,is_once,probability,causality_conditions,eff_value1,eff_value2,eff_value3,efficacy_values
5004169,Evil Warning,1,13,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",80,0,0,{}
5004170,Evil Warning,4,3,1,0,,2,1,0,100,"{""source"": ""2672"", ""compiled"": 2672}",100,100,0,{}
5004171,Together in Strength,1,5,1,0,,0,1,0,100,"{""source"": ""805"", ""compiled"": 805}",3,0,0,{}
5004172,Together in Strength,1,3,12,0,,2,1,0,100,,30,30,0,{}
5004173,Puzzling Rhythm,1,91,1,0,,2,1,0,100,"{""source"": ""765"", ""compiled"": 765}",100,0,0,{}
5004174,Puzzling Rhythm,1,90,1,0,,2,1,0,100,"{""source"": ""2776"", ""compiled"": 2776}",10,0,0,{}
5004175,Giant Cell,6,81,1,0,,0,1,0,100,"{""source"": ""1880"", ""compiled"": 1880}",0,0,70,{}
5004176,Ultimate Weapon Out of Control,5,98,1,0,,0,99,0,100,,1,5,5,{}
5004177,All-Out Synergy,1,3,1,0,,2,1,0,100,"{""source"": ""789"", ""compiled"": 789}",100,100,0,{}
5004178,Family Vacation Dream,4,2,1,0,,2,1,0,100,,50,0,0,{}
5004179,Strong Family Love,1,90,1,0,,2,1,0,100,,30,0,0,{}
5004180,Majin on the Warpath,1,3,1,0,,2,1,0,100,,10,10,0,{}
5004181,Last Remaining Ki,1,90,1,0,,2,1,0,100,"{""source"": ""97"", ""compiled"": 97}",70,0,0,{}
5004182,Yamcha's Martial Arts,1,3,1,0,,2,1,0,100,"{""source"": ""2777"", ""compiled"": 2777}",20,20,0,{}
5004183,Yamcha's Strategy,1,3,1,0,,2,1,0,100,"{""source"": ""801|2776"", ""compiled"": [""|"", 801, 2776]}",50,50,0,{}
5004184,From Defense to Offense,7,110,1,0,,0,1,0,100,"{""source"": ""24"", ""compiled"": 24}",2,4004184,0,{}
5004185,The Very Last Chance,1,90,1,0,,2,1,0,100,,70,0,0,{}
5004186,Ultra Instinct's Silver-Gleaming Radiance,5,98,1,0,,0,99,0,100,,3,12,5,{}
5004188,Superiority of Super Speed,1,81,1,0,,0,1,0,100,"{""source"": ""678|3185"", ""compiled"": [""|"", 678, 3185]}",0,0,70,{}
5004189,Like a Human,1,5,1,0,,0,1,0,100,"{""source"": ""3182"", ""compiled"": 3182}",1,0,0,{}
5004190,Devil's Confidence,1,81,1,0,,0,1,0,100,"{""source"": ""2796"", ""compiled"": 2796}",0,0,30,{}
5004191,Devil's Trump Card,1,81,1,0,,0,1,0,100,"{""source"": ""2796"", ""compiled"": 2796}",0,0,50,{}
5004192,Officially Joining the Fight,4,3,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",40,40,0,{}
5004193,Care for Comrades,1,3,2,51,,2,1,0,100,,20,20,0,{}
5004194,Value of Victory,7,81,1,0,,0,99,0,100,"{""source"": ""791"", ""compiled"": 791}",0,0,100,{}
5004195,Gratitude to Our Brethren,1,5,1,0,,0,1,0,100,"{""source"": ""453|3191"", ""compiled"": [""|"", 453, 3191]}",1,0,0,{}
5004196,God of Destruction's Demonstration of Power,1,68,1,0,,2,1,0,100,,63,3,50,{}
5004197,Piccolo's Intuition,1,3,12,130,,2,1,0,100,,20,20,0,{}
5004198,Surge of Emotions,11,90,13,0,,2,1,0,100,"{""source"": ""(26|33)&2266"", ""compiled"": [""&"", [""|"", 26, 33], 2266]}",50,0,0,{}
5004199,Vigorous Hermit,4,81,1,0,,0,1,0,100,"{""source"": ""801&46"", ""compiled"": [""&"", 801, 46]}",0,0,100,{}
5004200,Bulma's Tactics,1,3,2,584,,2,1,0,100,,30,30,0,{}
5004201,Bulma's Dream,1,5,2,584,,0,1,0,100,,1,0,0,{}
5004202,Fearless Behavior,1,5,2,586,,0,1,0,100,"{""source"": ""1380"", ""compiled"": 1380}",1,0,0,{}
5004203,Innocent Provocation,1,3,2,8,,2,1,0,100,,25,25,0,{}
5004204,Meticulous Plan,1,3,2,588,,2,1,0,100,"{""source"": ""579"", ""compiled"": 579}",20,20,0,{}
5004205,Sinister Plot,1,3,2,33,,2,1,0,100,,25,25,0,{}
5004208,Now the Burden of Weakness Falls Upon You,11,1,1,0,,2,1,0,100,"{""source"": ""735|736"", ""compiled"": [""|"", 735, 736]}",100,0,0,{}
5004209,The Time Has Come...,6,2,1,0,,2,1,0,100,,100,0,0,{}
5004210,I Will Not Lose!,4,3,1,0,,2,1,0,100,,111,111,0,{}
5004211,Fiendish Destruction,4,3,1,0,,2,1,0,100,,26,26,0,{}
5004212,Paragus' Son,11,81,1,0,,0,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,50,{}
5004213,Power Controlled by Paragus,4,110,1,0,,0,1,0,100,,2,4004213,0,{}
5004214,Outburst of Instinct,5,98,1,0,,0,99,0,100,,1,5,5,{}
5004215,Marcarita's Counsel,1,3,2,132,,2,1,0,100,,50,50,0,{}
5004216,Keen Weapon,5,9,3,0,,0,1,0,70,,0,0,0,{}
5004218,Super Combat Group,1,5,1,0,,0,1,0,100,"{""source"": ""381|3220"", ""compiled"": [""|"", 381, 3220]}",1,0,0,{}
5004219,Heated Clash!,7,110,1,0,,0,1,0,100,,2,4004219,0,{}
5004220,Intense Clash!,7,110,1,0,,0,1,0,100,,2,4004220,0,{}
5004221,Fierce Clash!!!,1,5,16,0,,0,1,0,100,,3,0,0,{}
5004222,Let's Join Forces!!!,1,78,1,0,,0,1,0,100,,0,0,0,{}
5004223,Instictive Feeling,4,3,1,0,,2,1,0,100,,150,150,0,{}
5004224,I Am Prince Vegeta!!!,4,3,1,0,,2,1,0,100,,150,150,0,{}
5004225,Guided Battle,1,5,1,0,,0,1,0,100,"{""source"": ""3196"", ""compiled"": 3196}",1,0,0,{}
5004226,All Kinds of Horrors,1,1,1,0,,2,1,0,100,"{""source"": ""2375"", ""compiled"": 2375}",10,0,0,{}
5004227,Magnificent Performance,7,90,1,0,,2,1,0,100,"{""source"": ""601"", ""compiled"": 601}",100,0,0,{}
5004229,Cocotte's Signature Move,1,81,1,0,,0,1,0,100,"{""source"": ""716|918"", ""compiled"": [""|"", 716, 918]}",0,0,100,{}
5004231,Starry-Eyed Foe,1,91,1,0,,2,1,0,100,"{""source"": ""716|3240"", ""compiled"": [""|"", 716, 3240]}",20,0,0,{}
5004233,Undying Devil,1,96,1,0,,0,1,0,100,,31,2,0,{}
5004234,Dangerous Adventure?!,1,5,2,616,,0,1,0,100,,1,0,0,{}
5004235,Dangerous Challenge?!,1,3,2,49,,2,1,0,100,,40,40,0,{}
5004236,Instictive Feeling,4,3,1,0,,2,1,0,100,,150,150,0,{}
5004237,Devilish Chase,1,5,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",3,0,0,{}
5004238,Devilish Siege,4,78,1,0,,0,1,0,100,"{""source"": ""204"", ""compiled"": 204}",0,0,0,{}
5004239,Aggressive Daring,1,3,1,0,,2,1,0,100,"{""source"": ""211"", ""compiled"": 211}",40,40,0,{}
5004240,Aggressive Daring,1,3,1,0,,2,1,0,100,"{""source"": ""211"", ""compiled"": 211}",50,50,0,{}
5004241,Indiscriminate Destruction,1,13,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",80,0,0,{}
5004242,Indiscriminate Destruction,1,13,1,0,,2,4,1,100,,80,0,0,{}
5004243,New Trick Learned on Earth,15,3,1,0,,2,1,0,100,"{""source"": ""222"", ""compiled"": 222}",30,30,0,{}
5004244,Broly's Genes,1,13,1,0,,2,1,0,100,"{""source"": ""626&2258"", ""compiled"": [""&"", 626, 2258]}",96,0,0,{}
5004245,The Created Super Warrior,1,13,1,0,,2,1,0,100,"{""source"": ""626&2258"", ""compiled"": [""&"", 626, 2258]}",95,0,0,{}
5004246,Last Remaining Battle Instinct,4,13,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",80,0,0,{}
5004247,Last Remaining Battle Instinct,4,3,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",180,180,0,{}
5004249,Power to Protect Friends,1,5,1,0,,0,1,0,100,"{""source"": ""3266"", ""compiled"": 3266}",1,0,0,{}
5004250,Power to Protect Earth,5,98,1,0,,2,1,0,100,"{""source"": ""141"", ""compiled"": 141}",77,1000,0,{}
5004251,Power of Wishes and Justice,1,78,1,0,,0,1,0,100,,0,0,0,{}
5004252,Rushing Rage,5,98,1,0,,2,99,0,100,"{""source"": ""141"", ""compiled"": 141}",10,50,4,{}
5004253,Combative Kids,1,81,1,0,,0,1,0,50,,0,0,100,{}
5004254,Totality of Rage,1,13,1,0,,2,6,1,100,,90,0,0,{}
5004255,Crucial Battle,11,78,1,0,,0,1,0,70,"{""source"": ""733|735"", ""compiled"": [""|"", 733, 735]}",0,0,0,{}
5004256,Evil Demon,5,98,1,0,,2,99,0,100,,66,166,1,{}
5004258,Moment of Decision,1,96,1,0,,0,1,0,100,,32,2,0,{}
5004259,Must-See Drama,1,67,1,0,,0,1,0,100,,31,32,0,{}
5004260,Gambling on Survival,6,91,1,0,,2,1,1,100,"{""source"": ""2861"", ""compiled"": 2861}",100,0,0,{}
5004261,Beliefs of the Namekians,1,13,1,0,,2,1,0,100,"{""source"": ""109&3187"", ""compiled"": [""&"", 109, 3187]}",55,0,0,{}
5004263,Combat Experiences,15,3,1,0,,2,1,0,100,"{""source"": ""221"", ""compiled"": 221}",50,50,0,{}
5004264,Risky Lie,4,91,1,0,,2,1,0,100,,20,0,0,{}
5004265,Dangerous Strategy,4,91,1,0,,2,1,0,100,,20,0,0,{}
5004266,Experience Gained on Planet Namek,3,5,1,0,,0,1,0,100,"{""source"": ""2921"", ""compiled"": 2921}",1,0,0,{}
5004267,Exploration on Planet Namek,3,5,1,0,,0,1,0,100,"{""source"": ""2921"", ""compiled"": 2921}",2,0,0,{}
5004268,Deadly Showdown on Planet Namek,1,81,1,0,,0,3,1,100,,0,0,50,{}
5004269,"Piccolo, Late to the Battle",1,81,1,0,,0,1,0,100,,0,0,70,{}
5004270,Mastery of the Universe Tree's Power,15,1,1,0,,2,99,0,100,"{""source"": ""2164"", ""compiled"": 2164}",30,0,0,{}
5004271,Baba's Guidance,1,5,1,0,,0,1,0,100,"{""source"": ""3196"", ""compiled"": 3196}",2,0,0,{}
5004272,Guidance of the Four-Star Ball,4,3,1,0,,2,1,0,100,"{""source"": ""75"", ""compiled"": 75}",150,150,0,{}
5004273,Great Wish,1,2,1,0,,2,1,0,100,,100,0,0,{}
5004274,Feeling of Boundless Power,15,90,1,0,,2,1,0,100,"{""source"": ""1866"", ""compiled"": 1866}",50,0,0,{}
5004275,Universe 6's Pillar,3,1,1,0,,2,1,0,100,"{""source"": ""2326"", ""compiled"": 2326}",80,0,0,{}
5004276,Universe 6's Pillar,3,1,1,0,,2,1,0,100,"{""source"": ""2326"", ""compiled"": 2326}",100,0,0,{}
5004277,Appreciation for Goku,7,98,1,0,,2,99,0,100,"{""source"": ""24"", ""compiled"": 24}",10,50,1,{}
5004278,Appreciation for Goku,7,98,1,0,,2,99,0,100,"{""source"": ""24"", ""compiled"": 24}",10,40,4,{}
5004279,Exchange of Thoughts,4,91,1,0,,2,1,0,100,"{""source"": ""1020"", ""compiled"": 1020}",20,0,0,{}
5004280,Sharing the Same Thoughts,4,91,1,0,,2,1,0,100,"{""source"": ""1020"", ""compiled"": 1020}",20,0,0,{}
5004281,Vegeta's Pride,1,5,1,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",4,0,0,{}
5004282,Carrying on His Pride,1,5,1,0,,0,1,0,100,"{""source"": ""1021"", ""compiled"": 1021}",5,0,0,{}
5004284,Caring for Allies,1,90,1,0,,2,1,0,100,"{""source"": ""3298"", ""compiled"": 3298}",100,0,0,{}
5004285,Trembling Rage,7,81,1,0,,0,1,0,100,"{""source"": ""24"", ""compiled"": 24}",0,0,100,{}
5004286,I'll Hold 'em Off!,1,3,1,0,,2,1,0,100,"{""source"": ""3302"", ""compiled"": 3302}",20,20,0,{}
5004287,Goku Is a Bad One to Underestimate!,1,3,1,0,,2,1,0,100,"{""source"": ""3302"", ""compiled"": 3302}",30,30,0,{}
5004288,Trump Card of Universe 3,1,5,1,0,,0,1,0,100,"{""source"": ""2303"", ""compiled"": 2303}",3,0,0,{}
5004289,Time-Bound Dead Heat,1,2,1,0,,2,1,0,100,"{""source"": ""3373"", ""compiled"": 3373}",77,0,0,{}
5004290,Advice Based on Experience,1,3,2,0,,2,1,0,100,"{""source"": ""3308"", ""compiled"": 3308}",20,20,0,{}
5004291,Advice Based on Actual Combat,3,5,1,0,,0,1,0,100,"{""source"": ""3309"", ""compiled"": 3309}",2,0,0,{}
5004293,Power of the Glass Tribe,1,110,1,0,,0,1,0,100,"{""source"": ""1928"", ""compiled"": 1928}",2,4004293,0,{}
5004294,Power of Love That Cuts All Ties,1,110,1,0,,0,1,0,100,"{""source"": ""1928"", ""compiled"": 1928}",2,4004294,0,{}
5004295,Bond-Connecting Tactic,1,68,1,0,,2,1,0,100,,32,6,7,{}
5004297,Selecting Strategies,1,67,1,0,,0,1,1,100,"{""source"": ""3315"", ""compiled"": 3315}",31,32,0,{}
5004298,Post-Meal Training,5,98,1,0,,2,99,0,100,,20,60,1,{}
5004299,All-Out Training,7,98,1,0,,2,99,0,100,"{""source"": ""24"", ""compiled"": 24}",20,60,1,{}
5004300,Premonition of an Upcoming Adventure,5,98,1,0,,2,99,0,100,,20,80,1,{}
5004301,Omen of an Impending Fight,7,98,1,0,,2,99,0,100,"{""source"": ""24|365"", ""compiled"": [""|"", 24, 365]}",20,80,0,{}
5004302,Extracted Dark Factor,1,51,1,0,,0,1,0,100,"{""source"": ""2883"", ""compiled"": 2883}",0,3,0,{}
5004303,Extracted Dark Factor,7,3,2,0,,2,2,1,100,"{""source"": ""1599&2882"", ""compiled"": [""&"", 1599, 2882]}",15,15,0,{}
5004304,Defenders' Ideas,1,3,1,0,,2,5,1,100,,50,50,0,{}
5004305,Defenders' Ideas,1,3,1,0,,2,4,1,100,,40,40,0,{}
5004306,Purity Inherited from Dad,1,4,1,0,,2,1,0,100,,5,0,0,{}
5004307,Kindness Inherited from Older Brother,1,81,1,0,,0,1,0,100,,0,0,70,{}
5004308,Greatest Support,1,3,2,65,,2,1,0,100,,50,50,0,{}
5004309,Reliable Support,1,3,2,67,,2,1,0,100,,50,50,0,{}
5004310,Father and Son's Morale,1,81,1,0,,0,1,0,100,"{""source"": ""2891|459"", ""compiled"": [""|"", 2891, 459]}",0,0,50,{}
5004311,Elusive Super Warrior,1,90,1,0,,2,1,0,100,"{""source"": ""3318"", ""compiled"": 3318}",100,0,0,{}
5004312,Fusion of Master and Disciple,1,90,1,0,,2,1,0,100,"{""source"": ""3318"", ""compiled"": 3318}",100,0,0,{}
5004313,Elder Kai's Plan,1,96,1,0,,0,1,0,100,,31,2,0,{}
5004314,Slug the Supreme Ruler of the Cosmos,9,4,1,0,,2,1,0,100,"{""source"": ""609"", ""compiled"": 609}",5,0,0,{}
5004315,Slug the Super Namekian,1,13,1,0,,2,1,0,100,,67,0,0,{}
5004316,Cosmic Demons' Technological Prowess,1,2,13,0,,2,1,0,100,,20,0,0,{}
5004317,Conversion of Earth,1,2,13,0,,2,1,0,100,,30,0,0,{}
5004318,Cheerful Whistle,1,81,1,0,,0,1,0,100,,0,0,50,{}
5004319,The Possibilities of This Universe,5,98,1,0,,2,99,0,100,,40,200,1,{}
5004320,Fusion with Dogidogi,1,90,1,0,,2,1,0,100,"{""source"": ""3325|3326"", ""compiled"": [""|"", 3325, 3326]}",10,0,0,{}
5004321,The Universe Created by Fu,1,90,1,0,,2,1,0,100,"{""source"": ""3325|3326"", ""compiled"": [""|"", 3325, 3326]}",20,0,0,{}
5004322,Aeos' Plan,1,5,2,0,,0,1,0,100,,1,0,0,{}
5004323,Aeos' Grand Mission,1,9,4,0,,0,1,0,30,,0,0,0,{}
5004324,Mechikabura's Dark Factor,1,13,1,0,,2,1,0,100,"{""source"": ""1173|3329"", ""compiled"": [""|"", 1173, 3329]}",80,0,0,{}
5004325,True Power of the Dark Factor,1,13,1,0,,2,1,0,100,"{""source"": ""1173|3329"", ""compiled"": [""|"", 1173, 3329]}",80,0,0,{}
5004326,Retrieval of the Dark Dragon Balls,1,13,1,0,,2,1,0,100,,80,0,0,{}
5004327,Boost Received through the Dark Dragon Balls,4,90,1,0,,2,1,0,100,"{""source"": ""3330"", ""compiled"": 3330}",30,0,0,{}
5004328,Protector of Gods,1,3,1,0,,2,1,0,100,"{""source"": ""1148|134"", ""compiled"": [""|"", 1148, 134]}",50,50,0,{}
5004329,Energetic Girl,1,90,1,0,,0,1,0,100,,70,0,0,{}
5004330,Body that Absorbed Space and Time,15,3,1,0,,2,1,0,100,"{""source"": ""1155"", ""compiled"": 1155}",100,100,0,{}
5004331,Cosmic Ruffian,1,3,2,152,,2,1,0,100,"{""source"": ""18"", ""compiled"": 18}",15,15,0,{}
5004332,Unmatched in the Galaxy,4,3,1,0,,2,1,0,100,,120,120,0,{}
5004333,Quivering Anger,7,98,1,0,,2,99,0,100,"{""source"": ""24"", ""compiled"": 24}",40,160,0,{}
5004335,I'm the Strongest in the Universe,1,1,1,0,,2,1,0,100,"{""source"": ""2375"", ""compiled"": 2375}",25,0,0,{}
5004336,Let's Decide Who's the Strongest,4,3,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",200,200,0,{}
5004337,Miracle Performed in Hell,11,81,1,0,,0,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,70,{}
5004338,Key of the Plan,1,81,1,0,,2,1,0,100,"{""source"": ""868|3353"", ""compiled"": [""|"", 868, 3353]}",0,0,50,{}
5004339,Warm Love,7,90,1,0,,2,5,0,100,"{""source"": ""365"", ""compiled"": 365}",30,0,0,{}
5004440,Warm Love,7,90,1,0,,2,5,0,100,"{""source"": ""365"", ""compiled"": 365}",50,0,0,{}
5004441,Eye-Opening Performance,7,1,1,0,,2,3,0,100,"{""source"": ""1200"", ""compiled"": 1200}",180,0,0,{}
5004442,Eye-Opening Performance,7,1,1,0,,2,3,0,100,"{""source"": ""1200"", ""compiled"": 1200}",180,0,0,{}
5004443,Smallest Martial Artist in the House,1,3,1,0,,2,1,0,100,,80,80,0,{}
5004444,Smallest Martial Artist in the House,1,3,1,0,,2,1,0,100,,100,100,0,{}
5004445,Foreboding Tension,4,3,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",150,150,0,{}
5004447,Frieza's Will to Fight,6,13,1,0,,0,1,0,100,"{""source"": ""97"", ""compiled"": 97}",50,0,0,{}
5004448,Goku's Will to Fight,4,81,1,0,,2,1,0,100,"{""source"": ""1601"", ""compiled"": 1601}",0,0,100,{}
5004449,Victor's Fortitude,1,90,1,0,,0,1,0,100,"{""source"": ""3154"", ""compiled"": 3154}",30,0,0,{}
5004450,Elements Gathered in Buu,1,90,1,0,,2,1,0,100,,30,0,0,{}
5004451,Power Merged with Buu,1,90,1,0,,2,1,0,100,,50,0,0,{}
5004452,Demonic Maze,1,68,1,0,,2,1,0,100,,63,4,5,{}
5004453,Vigilance against the Majin,1,78,1,0,,0,1,0,50,,0,0,0,{}
5004454,Strategy against the Majin,1,3,1,0,,2,1,0,100,"{""source"": ""1799"", ""compiled"": 1799}",50,50,0,{}
5004455,I'm Going to Beat You MY Way!,5,98,1,0,,2,99,0,100,,40,200,1,{}
5004456,Ready for a Serious Fight,1,71,1,0,,2,1,0,100,,120,20,1100,{}
5004457,Stunning Transformation,1,71,1,0,,2,1,0,100,,150,20,1100,{}
5004458,Will for a Serious Fight,1,72,1,0,,2,1,0,100,,120,20,1100,{}
5004459,Transformed Threat,1,72,1,0,,2,1,0,100,,150,20,1100,{}
5004460,Test of Strength in the Demon Realm,6,2,1,0,,2,1,0,100,,100,0,0,{}
5004461,Serious Fight in the Demon Realm,1,91,1,0,,2,1,0,100,,50,0,0,{}
5004462,Mysterious Young Majin,4,3,1,0,,2,1,0,100,,100,100,0,{}
5004463,Mysterious Strength,11,81,1,0,,2,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,70,{}
5004464,Time-Bound Power,1,13,1,0,,2,1,0,100,"{""source"": ""3373"", ""compiled"": 3373}",80,0,0,{}
5004465,Time-Bound Chance,1,13,1,0,,2,1,0,100,"{""source"": ""3373"", ""compiled"": 3373}",70,0,0,{}
5004466,Light,11,81,1,0,,2,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,30,{}
5004467,Ignited Soul,11,81,1,0,,2,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,50,{}
5004468,Elder Kai's Plan,1,96,1,0,,0,1,0,100,,31,2,0,{}
5004469,King Yemma's Plan,11,78,1,0,,0,1,0,100,"{""source"": ""25"", ""compiled"": 25}",0,0,0,{}
5004470,King Yemma's Plan,11,78,1,0,,0,1,0,100,"{""source"": ""25"", ""compiled"": 25}",0,0,0,{}
5004471,"Vegito, Fighter of High Morale",1,78,1,0,,0,1,0,100,,0,0,0,{}
5004472,Divine Aid,4,76,1,0,,0,1,0,100,"{""source"": ""63"", ""compiled"": 63}",0,0,0,{}
5004473,Fierce Soul,4,76,1,0,,0,1,0,100,"{""source"": ""69"", ""compiled"": 69}",0,0,0,{}
5004474,Miracle Performed in Hell,11,81,1,0,,0,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,70,{}
5004475,Strength Forged in Heaven,1,96,1,0,,0,1,0,100,,32,3,0,{}
5004476,Strength Forged in Heaven,1,96,1,0,,0,1,0,100,,32,3,0,{}
5004477,"Gogeta, Fighter of High Morale",1,78,1,0,,0,1,0,100,,0,0,0,{}
5004478,Critically Urgent Situation,15,81,1,0,,0,1,0,100,"{""source"": ""796"", ""compiled"": 796}",0,0,50,{}
5004479,Trunks' Imminent Battle,1,68,1,0,,2,1,0,100,,16,3,20,{}
5004480,Goten's Imminent Battle,1,68,1,0,,2,1,0,100,,15,1,15,{}
5004481,Trunks' Imminent Battle,1,68,1,0,,2,1,0,100,,16,3,20,{}
5004482,Goten's Imminent Battle,1,68,1,0,,2,1,0,100,,15,1,15,{}
5004484,Frieza's Ambition,1,96,1,0,,0,1,0,100,,32,1,0,{}
5004485,Frieza's Will to Fight,6,13,1,0,,0,1,0,100,"{""source"": ""97"", ""compiled"": 97}",50,0,0,{}
5004486,Goku's Will to Fight,4,81,1,0,,2,1,0,100,"{""source"": ""1601"", ""compiled"": 1601}",0,0,100,{}
5004487,Will for a Serious Fight,1,72,1,0,,2,1,0,100,,120,20,1100,{}
5004488,Will for a Serious Fight,1,72,1,0,,2,1,0,100,,120,20,1100,{}
5004489,Brother's Lessons,11,91,1,0,,2,1,0,100,"{""source"": ""1489|1490"", ""compiled"": [""|"", 1489, 1490]}",20,0,0,{}
5004490,Vegeta's Determination,4,3,1,0,,2,1,0,100,"{""source"": ""2675"", ""compiled"": 2675}",10,10,0,{}
5004491,Power to Never Lose,1,5,1,0,,0,1,0,100,"{""source"": ""1601"", ""compiled"": 1601}",2,0,0,{}
5004492,"Battle-Loving, Kind-Hearted Saiyan",3,5,1,0,,0,1,0,100,"{""source"": ""2119"", ""compiled"": 2119}",3,0,0,{}
5004493,Eternal Cataclysm,1,90,1,0,,2,1,0,100,,50,0,0,{}
5004494,Chief of All Demons,4,3,1,0,,2,1,0,100,"{""source"": ""3401|3396"", ""compiled"": [""|"", 3401, 3396]}",10,10,0,{}
5004495,Demonic Proliferation,4,3,1,0,,2,1,0,100,"{""source"": ""3401|3396"", ""compiled"": [""|"", 3401, 3396]}",15,15,0,{}
5004496,Demonic Alliance,4,3,1,0,,2,1,0,100,"{""source"": ""3401|3396"", ""compiled"": [""|"", 3401, 3396]}",20,20,0,{}
5004497,Demon King on the Front Line,4,3,1,0,,2,1,0,100,"{""source"": ""3401|3396"", ""compiled"": [""|"", 3401, 3396]}",30,30,0,{}
5004498,Demon King's Surprise Attack,4,3,1,0,,2,1,0,100,"{""source"": ""3400|3395"", ""compiled"": [""|"", 3400, 3395]}",40,40,0,{}
5004499,Wishes Entrusted to Gohan,1,81,1,0,,2,1,0,100,"{""source"": ""(3423|3424)&2396&2204"", ""compiled"": [""&"", [""|"", 3423, 3424], 2396, 2204]}",0,0,30,{}
5004500,Ominous Atmosphere,1,1,1,0,,2,1,0,100,"{""source"": ""2966&788"", ""compiled"": [""&"", 2966, 788]}",50,0,0,{}
5004501,Overwhelming Strike,1,81,1,0,,0,1,0,100,,0,0,50,{}
5004502,Power After Multiple Evolutions,1,67,1,0,,0,1,0,100,,23,32,0,{}
5004503,Form After Multiple Evolutions,1,67,1,0,,0,1,0,100,,23,32,0,{}
5004504,Space Domination,1,91,1,0,,2,1,0,100,,20,0,0,{}
5004505,Flawless Combat,7,98,1,0,,2,99,0,100,"{""source"": ""24"", ""compiled"": 24}",25,100,1,{}
5004506,Winning is Everything,1,61,1,0,,2,1,0,100,,40,30,0,{}
5004507,Festival of Fierce Battles,1,3,2,0,,2,1,0,100,"{""source"": ""3412"", ""compiled"": 3412}",10,10,0,{}
5004508,I'll Fight as Many Times as It Takes!,4,3,1,0,,2,1,0,100,"{""source"": ""3223"", ""compiled"": 3223}",20,20,0,{}
5004509,I'm Not Losing This Time!,4,3,1,0,,2,1,0,100,"{""source"": ""3227"", ""compiled"": 3227}",20,20,0,{}
5004510,The Tail Returns!,4,3,1,0,,2,1,0,100,"{""source"": ""3225"", ""compiled"": 3225}",30,30,0,{}
5004512,All New Form and Power,4,3,1,0,,2,1,0,100,"{""source"": ""514"", ""compiled"": 514}",44,44,0,{}
5004513,Cowardly Hero,1,3,2,679,,2,1,0,100,,30,30,0,{}
5004514,Trustworthy in Crucial Moments,7,91,1,0,,2,1,0,100,"{""source"": ""24"", ""compiled"": 24}",40,0,0,{}
5004516,Expectations Resting on Gohan,6,2,1,0,,2,1,0,100,,80,0,0,{}
5004517,All Hopes Invested in Gohan,6,2,1,0,,2,1,0,100,,100,0,0,{}
5004518,The Super Saiyan's Final Showdown,7,98,1,0,,0,99,0,100,"{""source"": ""24"", ""compiled"": 24}",1,3,5,{}
5004519,The Emperor's Final Showdown,7,81,1,0,,2,4,0,100,"{""source"": ""24"", ""compiled"": 24}",0,0,100,{}
5004520,Super Saiyan God Duo,1,96,1,0,,0,1,0,100,,31,2,0,{}
5004521,Super Saiyan Blue Transformation!,1,67,1,0,,0,1,0,100,"{""source"": ""1380"", ""compiled"": 1380}",27,32,0,{}
5004522,Super Saiyan 4 Duo,1,96,1,0,,0,1,0,100,,31,2,0,{}
5004523,Super Gogeta Is Here!,1,76,1,0,,0,1,0,100,,0,0,0,{}
5004524,Power-Doubling Skill,1,2,1,0,,2,7,1,100,,100,0,0,{}
5004525,Overwhelming Combat,4,3,1,0,,2,1,0,100,"{""source"": ""1313"", ""compiled"": 1313}",160,160,0,{}
5004527,Avatar of Contempt,4,3,1,0,,2,1,0,100,,200,200,0,{}
5004528,Father's Encouragement,15,13,1,0,,2,1,0,100,"{""source"": ""301"", ""compiled"": 301}",50,0,0,{}
5004529,Aura of the Supreme,1,13,1,0,,2,1,0,100,"{""source"": ""3277"", ""compiled"": 3277}",50,0,0,{}
5004530,Pure Power,15,76,1,0,,0,1,0,100,"{""source"": ""301"", ""compiled"": 301}",0,0,0,{}
5004531,Pure Strength,15,81,1,0,,2,1,0,100,"{""source"": ""302"", ""compiled"": 302}",0,0,100,{}
5004532,The Tail Returns!,4,3,1,0,,2,1,0,100,"{""source"": ""3225"", ""compiled"": 3225}",30,30,0,{}
